Museum Name	Legal Name	Museum Type	Latitude	Longitude	Income	Revenue
RUTHERFORD COUNTY HISTORICAL SOCIETY	RUTHERFORD COUNTY HISTORICAL SOCIETY	HISTORIC PRESERVATION	35.84346	-86.41528	15441.0	15441.0
SALT AND PEPPER SHAKER MUSEUM	NOVELTY SALT & PEPPER SHAKERS CLUB INC	GENERAL MUSEUM	37.79376	-122.40215	68392.0	68392.0
SCOTT COUNTY HISTORICAL SOCIETY	SCOTT COUNTY HISTORICAL SOCIETY	HISTORIC PRESERVATION	36.40968	-84.49199	0.0	0.0
SEQUATHCHIE VALLEY HISTORICAL ASSOCIATION	SEQUATHCHIE VALLEY HISTORICAL ASSOCIATION	HISTORIC PRESERVATION	35.36865	-85.39063	0.0	0.0
SEQUOYAH HILL PRESERVATION SOCIETY	SEQUOYAH HILL PRESERVATION SOCIETY	ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER	35.9258	-84.0043	114919.0	114919.0
SGT WK SINGLETON PIPES & DRUMS	SGT WK SINGLETON PIPES & DAUMS INC	HISTORIC PRESERVATION	35.2395	-89.74091	0.0	0.0
SHOAL CREEK CABIN	FRIENDS OF SHOAL CREEK CABIN	HISTORIC PRESERVATION	35.28719	-87.34136	0.0	0.0
SMITH COUNTY HISTORICAL AND GENEALOGICAL SOCIETY	SMITH COUNTY HISTORICAL AND GENEALOGICAL SOCIETY	HISTORIC PRESERVATION	36.26323	-85.95797	0.0	0.0
SMITH COUNTY MUSEUM	SMITH COUNTY MUSEUM	GENERAL MUSEUM	36.25197	-85.95137	0.0	0.0
SMOKY MOUNTAIN HISTORICAL SOCIETY	SMOKY MOUNTAIN HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	35.86544	-83.55075	0.0	0.0
SOULSVILLE	SOULSVILLE	HISTORY MUSEUM	35.1161	-90.03163	2508610.0	2116916.0
SOUTH PITTSBURG HISTORIC PRESERVATION SOCIETY	SOUTH PITTSBURG HISTORICAL PRESERVATION SOCIETY INC	HISTORIC PRESERVATION	35.01417	-85.70921	13119.0	12736.0
SOUTHERN APPALACHIA RAILWAY MUSEUM	SOUTHERN APPALACHIA RAILWAY MUSEUM	HISTORY MUSEUM	36.02512	-84.23877	101781.0	98875.0
SOUTHERN APPALACHIAN RADIO MUSEUM	SOUTHERN APPALACHIAN RADIO MUSEUM INC	GENERAL MUSEUM	35.54447	-82.53192	0.0	0.0
SPRING CITY HISTORICAL MUSEUM DEPOT FOUNDATION	SPRING CITY HISTORICAL MUSEUM DEPOT FOUNDATION	HISTORIC PRESERVATION	35.69271	-84.86275	0.0	0.0
STAGGERWING MUSEUM FOUNDATION	STAGGERWING MUSEUM FOUNDATION INC	GENERAL MUSEUM	35.36942	-86.24586	1122545.0	1109411.0
STANDING IN THE GAP FOR	STANDING IN THE GAP FOR	HISTORIC PRESERVATION	35.06181	-89.69322	0.0	0.0
STANDING STONE HISTORICAL ASSOCIATION	STANDING STONE HISTORICAL ASSOC	HISTORIC PRESERVATION	36.13357	-85.23615	0.0	0.0
STANTON GARDEN & HISTORICAL SOCIETY	STANTON GARDEN & HISTORICAL SOCIETY INC	ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER	35.46111	-89.42129	0.0	0.0
STANTON PRESERVATION TRUST	STANTON PRESERVATION TRUST INC	HISTORIC PRESERVATION	35.45043	-89.35187	0.0	0.0
STEWART COUNTY HISTORICAL SOCIETY	STEWART COUNTY HISTORICAL SOCIETY	HISTORIC PRESERVATION	36.48526	-87.84559	0.0	0.0
SUBMARINE HISTORICAL SOCIETY	SUBMARINE HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	35.83734	-86.39282	0.0	0.0
SUMMER COUNTY HISTORICAL SOCIETY	SUMMER COUNTY HISTORICAL SOCIETY	HISTORIC PRESERVATION	36.37999	-86.48054	0.0	0.0
SUMNER COUNTY MUSEUM	SUMNER COUNTY MUSEUM INC	HISTORY MUSEUM	36.29962	-86.52743	30991.0	30991.0
SWIFT MUSEUM FOUNDATION	SWIFT MUSEUM FOUNDATION INC	GENERAL MUSEUM	35.4393	-84.59233	146449.0	63126.0
SYCAMORE SHOALS STATE HISTORIC AREA	FRIENDS OF SYCAMORE SHOALS STATE HISTORIC AREA INC	HISTORIC PRESERVATION	36.24545	-82.19328	0.0	0.0
TANASI ARTS AND HERITAGE CENTER	TANASI ARTS AND HERITAGE CENTER OF NORTHEAST TENNESSEE	GENERAL MUSEUM	36.20332	-82.31854	0.0	0.0
TENNESSE EAGLE FORUM	TENNESSE EAGLE FORUM	HISTORIC PRESERVATION	36.07989	-86.61532	0.0	0.0
TENNESSEE ANCIENT SITES CONSERVANCY	TENNESSEE ANCIENT SITES CONSERVANCY	HISTORIC PRESERVATION	36.10705	-86.83476	0.0	0.0
TENNESSEE AQUARIUM	TENNESSEE AQUARIUM	ZOO, AQUARIUM, OR WILDLIFE CONSERVATION	35.05586	-85.311	24102131.0	20631557.0
TENNESSEE AQUARIUM RESEARCH INSTITUTE	THE TENNESSEE AQUARIUM CONSERVATION INSTITUTE	SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM	35.05586	-85.311	0.0	0.0
TENNESSEE AVIATION HALL OF FAME	TENNESSEE AVIATION HALL OF FAME INC	GENERAL MUSEUM	36.37536	-86.48431	90351.0	37128.0
TENNESSEE BAPTIST HISTORICAL SOCIETY	TENNESSEE BAPTIST HISTORICAL SOCIETY	HISTORIC PRESERVATION	36.03306	-86.79712	0.0	0.0
TENNESSEE CIVIL WAR PRESERVATION ASSOCIATION	TENNESSEE CIVIL WAR PRESERVATION ASSOCIATION INC	HISTORIC PRESERVATION	36.16466	-86.66478	39522.0	39522.0
TENNESSEE FIREFIGHTERS MUSEUM OF KNOXVILLE	TENNESSEE FIREFIGHTERS MUSEUM OF KNOXVILLE INC	HISTORY MUSEUM	36.03569	-83.93075	0.0	0.0
TENNESSEE HISTORICAL SOCIETY	TENNESSEE HISTORICAL SOCIETY	HISTORIC PRESERVATION	36.09889	-86.82104	458455.0	263524.0
TENNESSEE HISTORY FOR KIDS	TENNESSEE HISTORY FOR KIDS INC	GENERAL MUSEUM	36.08932	-86.89586	37600.0	29133.0
TENNESSEE JOURNALISM HALL OF FAME	TENNESSEE JOURNALISM HALL OF FAME COMMITTEE	GENERAL MUSEUM	35.94911	-86.28458	0.0	0.0
TENNESSEE MUSEUM OF AVIATION & HALL OF FAME	TENNESSEE MUSEUM OF AVIATION	GENERAL MUSEUM	35.86356	-83.53653	338752.0	315508.0
TENNESSEE NEWSPAPER & PRINTING MUSEUM	THE HERITAGE ASSOCIATION OF ROGERSVILLE	GENERAL MUSEUM	36.40395	-83.00518	723531.0	723531.0
TENNESSEE OVERHILL HERITAGE ASSOCIATION	TENNESSEE OVERHILL HERITAGE ASSOCIATION	HISTORIC PRESERVATION	35.32696	-84.53157	242931.0	242931.0
TENNESSEE RIVER GARDENS AND NATURE PRESERVE	TENNESSEE RIVER GARDENS AND NATURE PRESERVE INC	ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER	34.99544	-85.3503	1176993.0	87990.0
TENNESSEE RIVER MUSEUM	TENNESSEE RIVER MUSEUM	GENERAL MUSEUM	35.22514	-88.25171	0.0	0.0
TENNESSEE STATE MUSEUM	TENNESSEE STATE MUSEUM FOUNDATION	GENERAL MUSEUM	36.16518	-86.78157	717333.0	603729.0
TENNESSEE SUPREME COURT HISTORICAL SOCIETY	TENNESSEE SUPREME COURT HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	35.0476	-85.31106	61005.0	42937.0
TENNESSEE VALLEY RAILROAD MUSEUM	TENNESSEE VALLEY RAILROAD MUSEUM INC	GENERAL MUSEUM	35.0673	-85.20433	3948018.0	3653969.0
TENNESSEE WALKING HORSE NATIONAL MUSEUM	TENNESSEE WALKING HORSE NATIONAL MUSEUM INC	GENERAL MUSEUM	35.50946	-86.30033	0.0	0.0
TIPTON - HAYNES HISTORICAL ASSOCIATION	TIPTON - HAYNES HISTORICAL ASSOCIATION INC	HISTORIC PRESERVATION	36.29648	-82.33243	149085.0	149085.0
TIPTON-HAYNES HISTORIC SITE	TIPTON - HAYNES HISTORICAL ASSOCIATION INC	HISTORIC PRESERVATION	36.31964	-82.34452	149085.0	149085.0
TIPTON-HAYNES HOUSE	TIPTON - HAYNES HISTORICAL ASSOCIATION INC	HISTORIC PRESERVATION	36.29648	-82.33243	149085.0	149085.0
TOM & O.E. STIGALL ETHNIC LIBRARY HISTORY & MUSEUM	TOM & O E STIGALL ETHNIC LIBRARY HISTORY & MUSEUM	GENERAL MUSEUM	35.82877	-88.89097	0.0	0.0
TOWNSEND HERITAGE COUNCIL	TOWNSEND HERITAGE COUNCIL INC	HISTORY MUSEUM	35.67088	-83.80632	0.0	0.0
TRAVELLERS REST HISTORIC HOUSE MUSEUM	TRAVELLERS REST HISTORIC HOUSE MUSEUM INC	HISTORIC PRESERVATION	36.07413	-86.7673	728434.0	524145.0
TREASURING THE WORD MINISTRIES INTERNATIONAL	TREASURING THE WORD MINISTRIES INTERNATIONAL INC	HISTORY MUSEUM	35.84075	-83.57069	0.0	0.0
TRI-STATE EXHIBITION CENTER	TRI-STATE EXHIBITION CENTER	GENERAL MUSEUM	35.17679	-84.96946	175036.0	175036.0
TRINITY ARTS CENTER	TRINITY ARTS FOUNDATION INC	ART MUSEUM	36.35789	-82.40852	23105.0	23105.0
TROY PLUNK ART GALLERY	FREED-HARDEMAN UNIVERSITY	ART MUSEUM	35.44012	-88.63975	88401094.0	75248421.0
TULLAHOMA FINE ART CENTER	TULLAHOMA FINE ARTS CENTER INC	ART MUSEUM	35.35707	-86.20713	61220.0	50074.0
TWIN CITIES RAILROAD MUSEUM	TWIN CITIES RAILROAD MUSEUM	HISTORY MUSEUM	36.49203	-88.87003	0.0	0.0
UNICOI COUNTY HISTORICAL SOCIETY	UNICOI COUNTY HISTORICAL SOCIETY	ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER	36.1317	-82.42319	0.0	0.0
UNION COUNTY HISTORICAL SOCIETY	UNION COUNTY HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	36.24533	-83.80943	0.0	0.0
UNIVERSITY ART GALLERY	UNION UNIVERSITY	ART MUSEUM	35.6813	-88.85732	94502091.0	94502091.0
UNIVERSITY GALLERY	UNIVERSITY OF THE SOUTH	ART MUSEUM	35.20188	-85.92243	176224865.0	111230986.0
USS ENTERPRISE CVAN CVN-65	U S S ENTERPRISE CVAN CVN-65 FUND INC	HISTORIC PRESERVATION	35.84546	-84.50003	2595.0	2595.0
VANDERBILT FINE ARTS GALLERY	VANDERBILT UNIVERSITY	ART MUSEUM	36.14896	-86.8041	7640957816.0	4139063269.0
VANDERBILT UNIVERSITY ARBORETUM	VANDERBILT UNIVERSITY	ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER	36.14896	-86.8041	7640957816.0	4139063269.0
VARDY COMMUNITY HISTORIAL SOCIETY	VARDY COMMUNITY HISTORIAL SOCIETY INC	HISTORIC PRESERVATION	36.5129	-83.24649	0.0	0.0
VONORE HERITAGE MUSEUM	FRIENDS OF SEQUOYAH	GENERAL MUSEUM	35.56438	-84.21768	287802.0	259822.0
W C HANDY BLUES MUSEUM AND PERFORMING ARTS	W C HANDY BLUES MUSEUM AND PERFORMING ARTS	ART MUSEUM	35.05258	-90.02108	0.0	0.0
W.C. HANDY BLUES MUSEUM	W C HANDY BLUES MUSEUM AND PERFORMING ARTS	GENERAL MUSEUM	35.05258	-90.02108	0.0	0.0
WALKER MARY FOUNDATION	MARY WALKER HISTORICAL AND EDUCATIONAL FOUNDATION INC	GENERAL MUSEUM	35.04864	-85.24345	0.0	0.0
WAR HISTORY MUSEUM	WAR HISTORY MUSEUM INC	HISTORY MUSEUM	35.0999	-89.86172	10498.0	10498.0
WARTRACE BETHSALEM COMMUNITY CHAPEL	WARTRACE BETHSALEM COMMUNITY CHAPEL INC	HISTORIC PRESERVATION	35.52526	-86.32572	0.0	0.0
WASHINGTON COUNTY ARCHIVES	FRIENDS OF THE WASHINGTON COUNTY TN ARCHIVES	HISTORIC PRESERVATION	36.29658	-82.49417	0.0	0.0
WATAUGA HISTORICAL ASSOCIATION	WATAUGA HISTORICAL ASSOCIATION	HISTORIC PRESERVATION	36.45437	-82.03563	0.0	0.0
WATAUGA VALLEY RAILROAD HISTORICAL SOCIETY & MUSEUM	WATAUGA VALLEY RAILROAD HISTORICAL SOCIETY & MUSEUM INC	HISTORIC PRESERVATION	36.31964	-82.34452	161140.0	161140.0
WATKINS INSTITUTE	WATKINS INSTITUTE	GENERAL MUSEUM	36.1934	-86.80415	7218774.0	7126213.0
WATKINS INSTITUTE ART GALLERY	WATKINS INSTITUTE	ART MUSEUM	36.1934	-86.80415	7218774.0	7126213.0
WAYNE COUNTY HISTORICAL SOCIETY	WAYNE COUNTY HISTORICAL SOCIETY	HISTORIC PRESERVATION	35.33455	-87.75189	0.0	0.0
WEAKLEY COUNTY HISTORICAL & GENEALOGICAL SOCIETY	WEAKLEY COUNTY HISTORICAL & GENEALOGICAL SOCIETY	HISTORIC PRESERVATION	36.34407	-88.84905	0.0	0.0
WEST TENNESSEE HISTORICAL SOCIETY	WEST TENNESSEE HISTORICAL SOCIETY	HISTORIC PRESERVATION	35.12227	-89.93421	23903.0	23515.0
WEST TENNESSEE REGIONAL ART CENTER	WEST TENNESSEE REGIONAL ART CENTER INC	ART MUSEUM	35.81987	-88.91861	34273.0	34273.0
WHITE COUNTY GENEALOGICAL- HISTORICAL SOCIETY	WHITE COUNTY GENEALOGICAL- HISTORICAL SOCIETY	HISTORIC PRESERVATION	35.92649	-85.46396	0.0	0.0
WILSON COUNTY ANTIQUE POWER ASSOCIATION	WILSON COUNTY ANTIQUE POWER ASSOC INC	HISTORIC PRESERVATION	36.40308	-86.17937	1553.0	470.0
WILSON COUNTY BLACK HISTORY COMMITTEE	WILSON COUNTY BLACK HISTORY COMMITTEE	HISTORIC PRESERVATION	36.20795	-86.28986	0.0	0.0
WITHERS COLLECTION	WITHERS COLLECTION INC	HISTORY MUSEUM	35.13927	-90.05005	0.0	0.0
WOMEN'S BASKETBALL HALL OF FAME	HALL OF FAME MANAGEMENT INC	GENERAL MUSEUM	35.96388	-83.91156	1859598.0	686203.0
WYATT ARCHAEOLOGICAL MUSEUM	WYATT ARCHAEOLOGICAL RESEARCH	SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM	35.68856	-86.90661	43737.0	43737.0
12TH ARMORED DIVISION MEMORIAL MUSEUM	12TH ARMORED DIVISION MEMORIAL MUSEUM FOUNDATION INC	HISTORY MUSEUM	32.4504	-99.73642	430483.0	425152.0
1859 ASHTON VILLA	GALVESTON HISTORICAL FOUNDATION INC	HISTORIC PRESERVATION	29.30024	-94.79283	6974300.0	6974300.0
1ST CAVALRY DIVISION MUSEUM	1ST CAVALRY DIVISION ASSOCIATION MUSEUM FOUNDATION	HISTORY MUSEUM	31.12559	-97.90159	5572.0	5572.0
761ST TANK BATTALION & ALLIED VETERANS ASSOCIATION	761ST TANK BATTALION & ALLIED VETERANS ASSOC	HISTORIC PRESERVATION	31.11949	-97.72547	0.0	0.0
A W PERRY HOMESTEAD MUSEUM SOCIETY	A W PERRY HOMESTEAD MUSEUM SOCIETY	GENERAL MUSEUM	32.94724	-96.89304	0.0	0.0
A.M. AND ALMA FIEDLER MEMORIAL MUSEUM	TEXAS LUTHERAN UNIVERSITY	GENERAL MUSEUM	29.56956	-97.98416	62230425.0	49880255.0
ABILENE CHRISTIAN UNIVERSITY MUSEUM	ABILENE CHRISTIAN UNIVERSITY	GENERAL MUSEUM	32.46643	-99.71128	280037073.0	223798516.0
ABILENE PRESERVATION LEAGUE	ABILENE PRESERVATION LEAGUE	HISTORIC PRESERVATION	32.4498	-99.73528	154159.0	141788.0
ABILENE ZOOLOGICAL SOCIETY	ABILENE ZOOLOGICAL SOCIETY	ZOO, AQUARIUM, OR WILDLIFE CONSERVATION	32.4402	-99.68612	1729517.0	1492815.0
ACCOUNTANCY MUSEUM OF THE TEXAS SOCIETY	ACCOUNTANCY MUSEUM OF THE TEXAS SOCIETY OF THE CPAS INC	HISTORY MUSEUM	32.94764	-96.82361	0.0	0.0
ACRES HOMES HISTORICAL SOCIETY	ACRES HOMES HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	29.88542	-95.45654	0.0	0.0
AFRICAN AMERICAN HERITAGE PROJECT	AFRICAN AMERICAN HERITAGE PROJECT	HISTORIC PRESERVATION	31.59753	-94.84934	0.0	0.0
AFRICAN AMERICAN MUSEUM	AFRICAN AMERICAN MUSEUM	ART MUSEUM	32.77926	-96.76298	807335.0	807335.0
AFRICAN AMERICAN NATIONAL HERITAGE SOCIETY	AFRICAN AMERICAN NATIONAL HERITAGE SOCIETY	HISTORIC PRESERVATION	30.67893	-96.36756	60400.0	44710.0
AFRICAN AMERICAN OF GRAYSON COUNTY EXPERIENCE COMMUNITY MUSEUM	AFRICAN AMERICAN OF GRAYSON COUNTY EXPERIENCE COMMUNITY MUS	GENERAL MUSEUM	33.63487	-96.60904	0.0	0.0
AGRICULTURE HERITAGE MUSEUM	AGRICULTURE HERITAGE MUSEUM INC	HISTORY MUSEUM	29.78459	-98.69525	575182.0	538469.0
AIR RESCUE MUSEUM	AIR RESCUE MUSEUM	GENERAL MUSEUM	29.70648	-95.38923	84335.0	84335.0
ALAMO MISSION MUSEUM OF FRANKLIN COUNTY	ALAMO MISSION MUSEUM OF FRANKLIN COUNTY	HISTORY MUSEUM	33.14914	-95.20939	0.0	0.0
ALAMO PUBLIC TELECOMMUNICATIONS COUNCIL	ALAMO PUBLIC TELECOMMUNICATIONS COUNCIL	HISTORIC PRESERVATION	29.43061	-98.48508	5630101.0	5480399.0
ALANREED-MCLEAN AREA MUSEUM	ALANREED-MCLEAN AREA MUSEUM	GENERAL MUSEUM	34.59787	-100.42848	0.0	0.0
ALLEN HERITAGE GUILD	ALLEN HERITAGE GUILD INC	HISTORIC PRESERVATION	33.10693	-96.69226	0.0	0.0
ALPINES GALLERY NIGHT	ALPINES GALLERY NIGHT INC	ART MUSEUM	30.35775	-103.66119	121860.0	121860.0
ALTO HERALD MUSEUM	ALTO HERALD MUSEUM	GENERAL MUSEUM	31.65025	-95.07455	0.0	0.0
ALVIN MUSEUM SOCIETY	ALVIN MUSEUM SOCIETY	HISTORY MUSEUM	29.42377	-95.24631	0.0	0.0
AMARILLO BOTANICAL GARDENS	AMARILLO BOTANICAL GARDENS	ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER	35.19746	-101.91541	990995.0	981838.0
AMARILLO HISTORICAL MUSEUM	AMARILLO HISTORICAL MUSEUM	GENERAL MUSEUM	35.19501	-101.83217	0.0	0.0
AMARILLO MUSEUM OF ART	AMARILLO ART CENTER ASSOCIATION	ART MUSEUM	35.18921	-101.84455	1407526.0	528386.0
AMARILLO RAILROAD MUSEUM	AMARILLO RAILROAD MUSEUM INC	HISTORIC PRESERVATION	35.22109	-101.76271	0.0	0.0
AMARILLO ZOOLOGICAL SOCIETY	AMARILLO ZOOLOGICAL SOCIETY INC	ZOO, AQUARIUM, OR WILDLIFE CONSERVATION	35.23594	-101.8341	74525.0	74525.0
AMCA ASSOCIATION FOR MODERN AND CONTEMPORARY ART	AMCA ASSOCIATION FOR MODERN AND CONTEMPORARY ART	ART MUSEUM	33.21142	-97.14631	0.0	0.0
AMERICAN AIRPOWER HERITAGE FLYING MUSEUM	AMERICAN AIRPOWER HERITAGE FLYING MUSEUM INC	HISTORY MUSEUM	31.93443	-102.21802	0.0	0.0
AMERICAN HERALDRY SOCIETY	THE AMERICAN HERALDRY SOCIETY INC	HISTORIC PRESERVATION	38.9173	-76.99381	0.0	0.0
AMERICAN INDIAN GENOCIDE MUSEUM	AMERICAN INDIAN GENOCIDE MUSEUM	GENERAL MUSEUM	29.72766	-95.32068	0.0	0.0
AMERICAN INDIAN MUSEUM OF PLANTS AND HEALING	AMERICAN INDIAN MUSEUM OF PLANTS AND HEALING	GENERAL MUSEUM	30.79844	-93.96001	0.0	0.0
AMERICAN QUARTER HORSE HALL OF FAME AND MUSEUM	AMERICAN QUARTER HORSE FOUNDATION	GENERAL MUSEUM	35.15773	-101.80145	8956741.0	7255428.0
AMERICAN WOMEN WRITERS NATIONAL MUSEUM	AMERICAN WOMEN WRITERS NATIONAL MUSEUM	GENERAL MUSEUM	38.89646	-77.03187	0.0	0.0
AMIGOS OF GOLIAD STATE HISTORICAL PARK	AMIGOS OF GOLIAD STATE HISTORICAL PARK	ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER	28.65647	-97.3862	7040.0	5127.0
AMON CARTER MUSEUM OF WESTERN ART	AMON CARTER MUSEUM OF WESTERN ART	ART MUSEUM	32.74834	-97.36807	12447698.0	12041777.0
AMY GRAVES RYAN FINE ARTS GALLERY	MCMURRY UNIVERSITY	ART MUSEUM	32.43294	-99.74784	37294080.0	35032831.0
ANNA AREA HISTORIAL PRESERVATION SOCIETY	ANNA AREA HISTORIAL PRESERVATION SOCIETY	HISTORIC PRESERVATION	33.35079	-96.53764	0.0	0.0
ANZA FALCO	ANZA FALCO	ART MUSEUM	30.12924	-95.40364	0.0	0.0
AQUARIUM AT ROCKPORT HARBOR	AQUARIUM AT ROCKPORT HARBOR INC	ZOO, AQUARIUM, OR WILDLIFE CONSERVATION	28.02462	-97.05056	138940.0	103537.0
ARANSAS COUNTY HISTORICAL SOCIETY	ARANSAS COUNTY HISTORICAL SOCIETY	HISTORIC PRESERVATION	28.00746	-97.06072	0.0	0.0
ARBORETUM	FRIENDS OF THE ARBORETUM	ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER	33.8903	-117.88549	1658523.0	578069.0
ARBORETUM	FRIENDS OF THE ARBORETUM	ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER	32.79123	-95.44041	0.0	0.0
ARLINGTON HISTORICAL SOCIETY	ARLINGTON HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	32.73493	-97.13116	65017.0	62797.0
ARLINGTON MUSEUM OF ART	ARLINGTON MUSEUM OF ART INC	ART MUSEUM	32.73697	-97.10902	333788.0	333788.0
ARMSTRONG BROWNING LIBRARY AND MUSEUM	BAYLOR UNIVERSITY	GENERAL MUSEUM	31.54632	-97.12248	867057457.0	840046127.0
ARMSTRONG COUNTY MUSEUM	ARMSTRONG COUNTY MUSEUM	HISTORY MUSEUM	35.10748	-101.36913	597303.0	454495.0
ART LEAGUE OF HOUSTON	ART LEAGUE OF HOUSTON	GENERAL MUSEUM	29.75074	-95.39198	752995.0	647703.0
ART MUSEUM OF SOUTHEAST TEXAS	ART MUSEUM OF SOUTHEAST TEXAS	ART MUSEUM	30.08359	-94.09744	885572.0	821310.0
ARTHOUSE AT JONES CENTER	CONTEMPORARY AUSTIN MUSEUM INC	ART MUSEUM	30.31302	-97.77172	11537948.0	11423587.0
ARTS ON TAP	ARTS ON TAP INC	GENERAL MUSEUM	32.72727	-97.33924	158430.0	0.0
ASSOCIATION FOR THE PRESERVATION OF BLEDSOE SCHOOLS	ASSOCIATION FOR THE PRESERVATION OF BLEDSOE SCHOOLS	HISTORIC PRESERVATION	33.63888	-102.87506	0.0	0.0
ATASCOSITO HISTORICAL SOCIETY	ATASCOSITO HISTORICAL SOCIETY	HISTORIC PRESERVATION	30.09133	-94.79338	13426.0	13426.0
ATHENS HISTORICAL PRESERVATION	ATHENS HISTORICAL PRESERVATION INC	HISTORIC PRESERVATION	32.19166	-95.86636	0.0	0.0
AUBREY AREA MUSEUM	AUBREY AREA MUSEUM	GENERAL MUSEUM	33.25701	-96.98502	13693.0	7901.0
AUDIE MURPHY AMERICAN COTTON MUSEUM	AUDIE MURPHY AMERICAN COTTON MUSEUM INC	GENERAL MUSEUM	33.13867	-96.10913	182795.0	159710.0
AUSTIN CHILDREN'S MUSEUM	AUSTIN CHILDRENS MUSEUM	CHILDREN'S MUSEUM	30.26507	-97.74498	3632394.0	3444354.0
AUSTIN CIVIL WAR ROUND TABLE	AUSTIN CIVIL WAR ROUND TABLE	HISTORIC PRESERVATION	30.41849	-97.72039	0.0	0.0
AUSTIN CZECH HISTORICAL ASSOCIATION	THE AUSTIN CZECH HISTORICAL ASSOCIATION	HISTORIC PRESERVATION	30.38319	-97.76179	0.0	0.0
AUSTIN FINE ARTS ALLIANCE	AUSTIN FINE ARTS ALLIANCE INC	ART MUSEUM	30.26865	-97.74097	435761.0	435761.0
AUSTIN HISTORY CENTER ASSOCIATION	AUSTIN HISTORY CENTER ASSOCIATION INC	HISTORY MUSEUM	30.2709	-97.74567	89462.0	89462.0
AUSTIN MCCLOUD APPELLATE COURT MUSEUM FOUNDATION	AUSTIN MCCLOUD APPELLATE COURTMUSEUM FOUNDATION	GENERAL MUSEUM	32.40184	-98.81894	0.0	0.0
AUSTIN MUSEUM OF ART	CONTEMPORARY AUSTIN MUSEUM INC	ART MUSEUM	30.31302	-97.77172	11537948.0	11423587.0
AUSTIN MUSEUM OF DIGITAL ART	AUSTIN MUSEUM OF DIGITAL ART INC	GENERAL MUSEUM	30.31302	-97.77172	0.0	0.0
AUSTIN MUSEUM PARTNERSHIP	AUSTIN MUSEUM PARTNERSHIP INC	GENERAL MUSEUM	30.28109	-97.75943	0.0	0.0
AUSTIN PLANETARIUM	FRIENDS OF THE AUSTIN PLANETARIUM	SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM	30.39728	-97.73625	158244.0	158244.0
AUSTIN STEAM TRAIN ASSOCIATION	AUSTIN STEAM TRAIN ASSOCIATION INCORPORATED	HISTORIC PRESERVATION	30.52042	-97.83447	1371979.0	1371979.0
AUSTIN ZOO	AUSTIN ZOO	GENERAL MUSEUM	30.25601	-97.93639	1778490.0	1778490.0
AUSTIN ZOOLOGICAL SOCIETY	AUSTIN ZOOLOGICAL SOCIETY INC	ZOO, AQUARIUM, OR WILDLIFE CONSERVATION	30.25601	-97.93639	0.0	0.0
AVIATION MUSEUM AT GARNER FIELD	AVIATION MUSEUM AT GARNER FIELD INC	GENERAL MUSEUM	29.20805	-99.78561	0.0	0.0
AZLE HISTORICAL MUSEUM	THE AZLE HISTORICAL MUSEUM	HISTORIC PRESERVATION	32.8987	-97.5409	0.0	0.0
B H RUTHERFORD YATES MUSEUM	RUTHERFORD B H YATES MUSEUM INC	GENERAL MUSEUM	29.75716	-95.41195	65106.0	65106.0
B-36 PEACEMAKER MUSEUM	B-36 PEACEMAKER MUSEUM INC	GENERAL MUSEUM	32.7312	-97.45086	20743.0	16192.0
B-66 DESTROYER ASSOCIATION	B-66 DESTROYER ASSOCIATION	HISTORIC PRESERVATION	31.50098	-97.31686	0.0	0.0
BABE DIDRIKSON ZAHARIAS FOUNDATION	BABE DIDRIKS0N ZAHARIAS FOUNDATION INC	HISTORIC PRESERVATION	30.09811	-94.11097	0.0	0.0
BAILEY BANK BUILDING	FRIENDS OF THE BAILEY BANK BUILDING INC	GENERAL MUSEUM	30.68076	-96.8962	0.0	0.0
BALLINGER INDIAN STATUE	FRIENDS OF THE BALLINGER INDIAN STATUE	HISTORIC PRESERVATION	31.73654	-99.94956	0.0	0.0
BANGS REGIONAL MUSEUM AND GENEALOGY CENTER	BANGS REGIONAL MUSEUM AND GENEALOGY CENTER INCORPORATED	GENERAL MUSEUM	31.69995	-99.11872	0.0	0.0
BARTON SPRINGS HERITAGE ASSOCIATION	BARTON SPRINGS HERITAGE ASSOCIATION INC	HISTORIC PRESERVATION	30.42325	-97.77195	0.0	0.0
BASTROP COUNTY HISTORICAL SOCIETY	BASTROP COUNTY HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	30.10725	-97.31963	404645.0	341471.0
